,district,price,address,AdUpdateDate,Category,GrossSquareMeters,BuildingAge,NumberFloorsofBuilding,UsingStatus,EligibilityForInvestment,BuildStatus,TitleStatus,ItemStatus,NumberOfBathrooms,NumberOfWCs,AdCreationDate,Type,NetSquareMeters,NumberOfRooms,FloorLocation,HeatingType,CreditEligibility,InsideTheSite,StructureType,MortgageStatus,Swap,Balcony,PriceStatus,RentalIncome,NumberOfBalconies,BalconyType,HallSquareMeters,WCSquareMeters,IsItVideoNavigable?,Subscription,BathroomSquareMeters,BalconySquareMeters
24836,uskudar,"1,200,000TL","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Üsküdar Satılık Daire', 'Bulgurlu Mahallesi Satılık Daire']",10 Şubat 2022,Satılık,120 m2,21 Ve Üzeri,10,Kiracı Oturuyor,Bilinmiyor,,,Boş,1,,19 Kasım 2021,Konut,100 m2,2+1,8. Kat,Kombi Doğalgaz,Krediye Uygun,Hayır,,,Yok,,Genel Fiyat,,,,,,,,,
24837,uskudar,"1,700,000TL","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Üsküdar Satılık Daire', 'İcadiye Mahallesi Satılık Daire']",20 Aralık 2021,Satılık,120 m2,0 (Yeni),4,Boş,Yatırıma Uygun,Sıfır,Kat Mülkiyeti,Boş,2,,18 Kasım 2021,Konut,110 m2,2+2,Kot 1 (-1). Kat,Kombi Doğalgaz,Krediye Uygun,Hayır,Betonarme,Yok,,,Genel Fiyat,4.500 TL,,,,,,70 TL,,
24838,uskudar,"1,700,000TL","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Üsküdar Satılık Daire', 'İcadiye Mahallesi Satılık Daire']",20 Aralık 2021,Satılık,125 m2,0 (Yeni),4,Boş,Yatırıma Uygun,Sıfır,Kat Mülkiyeti,,2,,18 Kasım 2021,Konut,115 m2,2+2,Bahçe Dublex,Kombi Doğalgaz,Krediye Uygun,Hayır,Betonarme,Yok,,Yok,Genel Fiyat,4.500 TL,,,,,,70 TL,,
24839,uskudar,"1,650,000TL","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Üsküdar Satılık Daire', 'Mimar Sinan Mahallesi Satılık Daire']",12 Şubat 2022,Satılık,85 m2,0 (Yeni),4,Boş,Yatırıma Uygun,Sıfır,Kat Mülkiyeti,,1,,18 Kasım 2021,Konut,71 m2,2+1,Yüksek Giriş,Kombi Doğalgaz,Krediye Uygun,Hayır,Betonarme,Yok,Yok,Yok,Genel Fiyat,4.500 TL,,,,,,50 TL,,
24840,uskudar,"2,700,000TL","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Üsküdar Satılık Daire', 'Mimar Sinan Mahallesi Satılık Daire']",21 Şubat 2022,Satılık,100 m2,21 Ve Üzeri,3,Kiracı Oturuyor,Yatırıma Uygun,İkinci El,Kat İrtifakı,Eşyalı,1,1,17 Kasım 2021,Konut,90 m2,2+1,2. Kat,Kombi Doğalgaz,Krediye Uygun,Hayır,Betonarme,Yok,Yok,Var,Genel Fiyat,,1,Kapalı Balkon,,,,,,
24841,uskudar,"4,950,000TL","['Anasayfa', 'Satılık Villa', 'İstanbul Satılık Villa', 'Üsküdar Satılık Villa', 'Çengelköy Mahallesi Satılık Villa']",07 Mart 2022,Satılık,350 m2,11-15,3,Kiracı Oturuyor,Bilinmiyor,,,Boş,3,,15 Kasım 2021,Konut,300 m2,4+2,Düz Giriş,Kombi Doğalgaz,Krediye Uygun Değil,Hayır,,,Yok,,Genel Fiyat,,,,,,,,,
24842,uskudar,"4,950,000TL","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Üsküdar Satılık Daire', 'Çengelköy Mahallesi Satılık Daire']",07 Mart 2022,Satılık,350 m2,11-15,3,Kiracı Oturuyor,,,,,3,,15 Kasım 2021,Konut,300 m2,4+2,Villa Tipi,Kombi Doğalgaz,Krediye Uygun Değil,Hayır,,,,Var,Genel Fiyat,,,,,,,,,
24843,uskudar,"1,700,000TL","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Üsküdar Satılık Daire', 'İcadiye Mahallesi Satılık Daire']",27 Ocak 2022,Satılık,125 m2,1,4,Boş,Bilinmiyor,İkinci El,Kat Mülkiyeti,Boş,2,2,13 Kasım 2021,Konut,110 m2,2+2,Kot 1 (-1). Kat,Kombi Doğalgaz,Krediye Uygun,Hayır,Betonarme,,Yok,,Genel Fiyat,6.500 TL,,,,,,50 TL,,
24844,uskudar,"65,000,000TLarrow_downward%4","['Anasayfa', 'Satılık Bina', 'İstanbul Satılık Bina', 'Üsküdar Satılık Bina', 'Kısıklı Mahallesi Satılık Bina']",07 Mart 2022,Satılık,450 m2,21 Ve Üzeri,5,Mülk Sahibi Oturuyor,Yatırıma Uygun,İkinci El,Hisseli Tapu,Eşyalı,5,5,12 Kasım 2021,Konut,400 m2,8+ Oda,Müstakil,Kombi Doğalgaz,Krediye Uygun Değil,Hayır,Betonarme,Yok,Yok,Var,Genel Fiyat,150.000 TL,4 +,Açık Balkon,,,,0 TL,,
24845,uskudar,"739,000TL","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Üsküdar Satılık Daire', 'Cumhuriyet Mahallesi Satılık Daire']",28 Şubat 2022,Satılık,88 m2,11-15,5,Kiracı Oturuyor,,,Kat Mülkiyeti,,1,,10 Kasım 2021,Konut,80 m2,2+1,Yüksek Giriş,Kombi Doğalgaz,Krediye Uygun,Hayır,,,,,Genel Fiyat,,,,,,,80 TL,,
24846,uskudar,"1,380,000TL","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Üsküdar Satılık Daire', 'Mimar Sinan Mahallesi Satılık Daire']",22 Şubat 2022,Satılık,65 m2,0 (Yeni),4,Boş,Yatırıma Uygun,Sıfır,Kat Mülkiyeti,Boş,1,,09 Kasım 2021,Konut,60 m2,1+1,2. Kat,Kombi Doğalgaz,Krediye Uygun,Hayır,Betonarme,Yok,,Var,Genel Fiyat,35.000 TL,1,Açık Balkon,,,,50 TL,,
24847,uskudar,"1,850,000TL","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Üsküdar Satılık Daire', 'Kirazlıtepe Mahallesi Satılık Daire']",08 Kasım 2021,Satılık,110 m2,0 (Yeni),4,Boş,Bilinmiyor,,,Boş,1,,08 Kasım 2021,Konut,90 m2,2+1,3. Kat,Merkezi (Pay Ölçer),Krediye Uygun,Hayır,,,Yok,,Genel Fiyat,,,,,,,,,
24848,uskudar,"5,500,000TL","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Üsküdar Satılık Daire', 'Güzeltepe Mahallesi Satılık Daire']",03 Şubat 2022,Satılık,220 m2,0 (Yeni),7,Boş,Bilinmiyor,,,Boş,2,,06 Kasım 2021,Konut,175 m2,5+1,Çatı Katı,Merkezi (Pay Ölçer),Krediye Uygun,Hayır,,,Yok,,Birim Fiyat,,,,44 m2,,,,,
24849,uskudar,"1,200,000TL","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Üsküdar Satılık Daire', 'Sultantepe Mahallesi Satılık Daire']",18 Şubat 2022,Satılık,140 m2,21 Ve Üzeri,4,Kiracı Oturuyor,Yatırıma Uygun,İkinci El,,,2,,06 Kasım 2021,Konut,130 m2,4+2,Bahçe Dublex,Kombi Doğalgaz,Krediye Uygun,Hayır,Betonarme,,,Var,Genel Fiyat,5.000 TL,1,,,,,50 TL,,
24850,uskudar,"3,300,000TL","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Üsküdar Satılık Daire', 'Valide-i Atik Mahallesi Satılık Daire']",08 Mart 2022,Satılık,160 m2,5-10,4,Kiracı Oturuyor,Bilinmiyor,,,Boş,2,,04 Kasım 2021,Konut,140 m2,4+2,4. Kat,Kombi Doğalgaz,Krediye Uygun,Hayır,,,Yok,,Genel Fiyat,,,,,,,,,
24851,uskudar,"2,250,000TLarrow_downward%17","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Üsküdar Satılık Daire', 'Salacak Mahallesi Satılık Daire']",08 Mart 2022,Satılık,140 m2,21 Ve Üzeri,4,Kiracı Oturuyor,Bilinmiyor,,,Boş,1,,04 Kasım 2021,Konut,125 m2,3+1,4. Kat,Kombi Doğalgaz,Krediye Uygun,Hayır,,,Yok,,Genel Fiyat,,,,,,,,,
24852,uskudar,"1,740,000TL","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Üsküdar Satılık Daire', 'Kirazlıtepe Mahallesi Satılık Daire']",02 Kasım 2021,Satılık,110 m2,0 (Yeni),4,Boş,Bilinmiyor,,,Boş,2,,02 Kasım 2021,Konut,100 m2,2+1,1. Kat,Kombi Doğalgaz,Krediye Uygun,Hayır,,,Yok,,Genel Fiyat,,,,,,,,,
24853,uskudar,"8,800,000TL","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Üsküdar Satılık Daire', 'Kuzguncuk Mahallesi Satılık Daire']",09 Mart 2022,Satılık,260 m2,21 Ve Üzeri,5,Mülk Sahibi Oturuyor,Bilinmiyor,,,,2,,03 Kasım 2021,Konut,230 m2,4+2,2. Kat,Kombi Doğalgaz,Krediye Uygun,Hayır,,,Yok,,Genel Fiyat,,,,,,,,,
24854,uskudar,"4,250,000TL","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Üsküdar Satılık Daire', 'Güzeltepe Mahallesi Satılık Daire']",07 Mart 2022,Satılık,300 m2,0 (Yeni),5,Boş,Bilinmiyor,,,Boş,3,,01 Kasım 2021,Konut,250 m2,7+2,5. Kat,Kombi Doğalgaz,Krediye Uygun,Hayır,,,Yok,,Genel Fiyat,,,,,,,,,
24855,uskudar,"4,500,000TL","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Üsküdar Satılık Daire', 'Bahçelievler Mahallesi Satılık Daire']",07 Mart 2022,Satılık,270 m2,0 (Yeni),5,Boş,Bilinmiyor,,,Boş,2,,01 Kasım 2021,Konut,250 m2,5+1,5. Kat,Kombi Doğalgaz,Krediye Uygun,Hayır,,,Yok,,Genel Fiyat,,,,,,,,,
24856,uskudar,"6,850,000TL","['Anasayfa', 'Satılık Villa', 'İstanbul Satılık Villa', 'Üsküdar Satılık Villa', 'Çengelköy Mahallesi Satılık Villa']",07 Mart 2022,Satılık,280 m2,11-15,3,Kiracı Oturuyor,Bilinmiyor,,,Boş,3,,01 Kasım 2021,Konut,240 m2,5+2,Düz Giriş,Kombi Doğalgaz,Krediye Uygun Değil,Hayır,,,Yok,,Genel Fiyat,,,,,,,,,
24857,uskudar,"650,000TL","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Üsküdar Satılık Daire', 'Zeynep Kamil Mahallesi Satılık Daire']",11 Aralık 2021,Satılık,75 m2,21 Ve Üzeri,5,Mülk Sahibi Oturuyor,Yatırıma Uygun,İkinci El,,Boş,1,1,01 Kasım 2021,Konut,70 m2,2+1,Düz Giriş,Kombi Doğalgaz,Krediye Uygun,Hayır,Betonarme,,,Yok,Genel Fiyat,,,,,6 m2,,,,
24858,uskudar,"230,000,000TL","['Anasayfa', 'Satılık Yalı (Komple)', 'İstanbul Satılık Yalı (Komple)', 'Üsküdar Satılık Yalı (Komple)', 'Çengelköy Mahallesi Satılık Yalı (Komple)']",01 Kasım 2021,Satılık,550 m2,21 Ve Üzeri,4,Boş,Bilinmiyor,İkinci El,,,3,,01 Kasım 2021,Konut,450 m2,6+1,Düz Giriş,Kombi Doğalgaz,Krediye Uygun,Hayır,Betonarme,,Yok,,Genel Fiyat,,,,,,,,,
24859,uskudar,"2,850,000TL","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Üsküdar Satılık Daire', 'Güzeltepe Mahallesi Satılık Daire']",04 Kasım 2021,Satılık,240 m2,0 (Yeni),7,Boş,Bilinmiyor,,,Boş,3,,31 Ekim 2021,Konut,180 m2,5+1,6. Kat,Kombi Doğalgaz,Krediye Uygun,Hayır,,,Yok,,Genel Fiyat,,,,,,,,,
24860,uskudar,"4,950,000TL","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Üsküdar Satılık Daire', 'Bahçelievler Mahallesi Satılık Daire']",07 Mart 2022,Satılık,230 m2,3,4,Boş,Bilinmiyor,,,Boş,3,,30 Ekim 2021,Konut,200 m2,4+1,4. Kat,Kombi Doğalgaz,Krediye Uygun,Hayır,,,Yok,,Genel Fiyat,,,,,,,,,
24861,uskudar,"6,500,000TL","['Anasayfa', 'Satılık Villa', 'İstanbul Satılık Villa', 'Üsküdar Satılık Villa', 'Bahçelievler Mahallesi Satılık Villa']",07 Mart 2022,Satılık,300 m2,21 Ve Üzeri,3,Kiracı Oturuyor,Bilinmiyor,,,Boş,3,,30 Ekim 2021,Konut,275 m2,5+2,Düz Giriş,Kombi Doğalgaz,Krediye Uygun,Hayır,,,Var,,Genel Fiyat,,,,,,,,,
24862,uskudar,"6,750,000TL","['Anasayfa', 'Satılık Villa', 'İstanbul Satılık Villa', 'Üsküdar Satılık Villa', 'Çengelköy Mahallesi Satılık Villa']",07 Mart 2022,Satılık,300 m2,11-15,3,Kiracı Oturuyor,Bilinmiyor,,,Boş,3,,30 Ekim 2021,Konut,240 m2,4+2,Düz Giriş,Kombi Doğalgaz,Krediye Uygun,Hayır,,,Yok,,Genel Fiyat,,,,,,,,,
24863,uskudar,"1,400,000TL","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Üsküdar Satılık Daire', 'Bulgurlu Mahallesi Satılık Daire']",12 Şubat 2022,Satılık,120 m2,21 Ve Üzeri,9,Kiracı Oturuyor,Yatırıma Uygun,İkinci El,Kat Mülkiyeti,Boş,1,,29 Ekim 2021,Konut,95 m2,2+1,6. Kat,Merkezi (Pay Ölçer),Krediye Uygun,Hayır,Betonarme,,Yok,Var,Genel Fiyat,,,,,,,300 TL,,
24864,uskudar,"1,900,000TLarrow_downward%5","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Üsküdar Satılık Daire', 'Mimar Sinan Mahallesi Satılık Daire']",20 Şubat 2022,Satılık,140 m2,2,4,Kiracı Oturuyor,Bilinmiyor,,,Boş,1,,29 Ekim 2021,Konut,130 m2,3+1,4. Kat,Kombi Doğalgaz,Krediye Uygun,Hayır,,,Yok,,Genel Fiyat,,,,,,,,,
24865,uskudar,"5,800,000TL","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Üsküdar Satılık Daire', 'Acıbadem Mahallesi Satılık Daire']",02 Mart 2022,Satılık,125 m2,5-10,8,Kiracı Oturuyor,Bilinmiyor,İkinci El,Yok,,2,,29 Ekim 2021,Konut,100 m2,3+1,Düz Giriş,Merkezi (Pay Ölçer),Krediye Uygun,Hayır,Betonarme,,Yok,,Genel Fiyat,,,,,,,,,
24866,uskudar,"230,000,000TL","['Anasayfa', 'Satılık Yalı Dairesi', 'İstanbul Satılık Yalı Dairesi', 'Üsküdar Satılık Yalı Dairesi', 'Çengelköy Mahallesi Satılık Yalı Dairesi']",27 Ekim 2021,Satılık,550 m2,21 Ve Üzeri,4,Boş,Yatırıma Uygun,,Kat Mülkiyeti,Boş,3,,27 Ekim 2021,Konut,450 m2,6+2,Müstakil,Kombi Doğalgaz,Krediye Uygun,Hayır,Betonarme,,,Var,Genel Fiyat,,,,,,,,,
24867,uskudar,"1,350,000TL","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Üsküdar Satılık Daire', 'Mimar Sinan Mahallesi Satılık Daire']",20 Ekim 2021,Satılık,127 m2,3,2,Kiracı Oturuyor,Bilinmiyor,,,Boş,2,,19 Ekim 2021,Konut,115 m2,4+2,2. Kat,Kombi Doğalgaz,Krediye Uygun,Hayır,,,Yok,,Genel Fiyat,,,,,,,,,
24868,uskudar,"1,495,000TLarrow_downward%4","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Üsküdar Satılık Daire', 'Cumhuriyet Mahallesi Satılık Daire']",14 Aralık 2021,Satılık,240 m2,11-15,4,Mülk Sahibi Oturuyor,Bilinmiyor,,,Boş,2,,19 Ekim 2021,Konut,200 m2,6+1,3. Kat,Kombi Doğalgaz,Krediye Uygun,Hayır,,,Yok,,Genel Fiyat,,,,,,,,,
24869,uskudar,"9,500,000TL","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Üsküdar Satılık Daire', 'Beylerbeyi Mahallesi Satılık Daire']",24 Şubat 2022,Satılık,220 m2,21 Ve Üzeri,4,Mülk Sahibi Oturuyor,Bilinmiyor,,,Boş,3,,20 Ekim 2021,Konut,190 m2,4+2,4. Kat,Kombi Doğalgaz,Krediye Uygun,Hayır,,,Yok,,Genel Fiyat,,,,,,,,,
24870,uskudar,"6,100,000TL","['Anasayfa', 'Satılık Residence', 'İstanbul Satılık Residence', 'Üsküdar Satılık Residence', 'Ünalan Mahallesi Satılık Residence']",19 Ekim 2021,Satılık,154 m2,5-10,15,Boş,Bilinmiyor,,,Boş,2,,19 Ekim 2021,Konut,106 m2,2+1,2. Kat,Merkezi (Pay Ölçer),Krediye Uygun,Hayır,,,Yok,,Genel Fiyat,,,,,,,,,
24871,uskudar,"2,100,000TL","['Anasayfa', 'Satılık Müstakil Ev', 'İstanbul Satılık Müstakil Ev', 'Üsküdar Satılık Müstakil Ev', 'Mimar Sinan Mahallesi Satılık Müstakil Ev']",20 Aralık 2021,Satılık,76 m2,11-15,3,Kiracı Oturuyor,Yatırıma Uygun,İkinci El,Kat Mülkiyeti,Boş,4,4,18 Ekim 2021,Konut,70 m2,8+ Oda,Müstakil,Kombi Doğalgaz,Krediye Uygun,Hayır,Betonarme,Yok,Yok,Var,Genel Fiyat,7.850 TL,,,20 m2,3 m2,,,3 m2,
24872,uskudar,"14,905,504TL","['Anasayfa', 'Satılık Residence', 'İstanbul Satılık Residence', 'Üsküdar Satılık Residence', 'Altunizade Mahallesi Satılık Residence']",18 Ekim 2021,Satılık,208 m2,2,8,Boş,Bilinmiyor,,,Boş,3,,18 Ekim 2021,Konut,153 m2,3+1,3. Kat,Kat Kaloriferi,Krediye Uygun Değil,Hayır,,,Yok,,Genel Fiyat,,,,,,,,,
24873,uskudar,"4,150,000TL","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Üsküdar Satılık Daire', 'Çengelköy Mahallesi Satılık Daire']",16 Ekim 2021,Satılık,200 m2,21 Ve Üzeri,3,Mülk Sahibi Oturuyor,Bilinmiyor,,,Boş,3,,12 Ekim 2021,Konut,180 m2,3+1,Müstakil,Kombi Doğalgaz,Krediye Uygun,Hayır,,,Yok,,Genel Fiyat,,,,,,,,,
24874,uskudar,"3,900,000TL","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Üsküdar Satılık Daire', 'Bahçelievler Mahallesi Satılık Daire']",07 Mart 2022,Satılık,220 m2,0 (Yeni),5,Boş,Bilinmiyor,,,Boş,2,,11 Ekim 2021,Konut,190 m2,4+1,5. Kat,Kombi Doğalgaz,Krediye Uygun,Hayır,,,Yok,,Genel Fiyat,,,,,,,,,
24875,uskudar,"2,600,000TL","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Üsküdar Satılık Daire', 'Bahçelievler Mahallesi Satılık Daire']",07 Mart 2022,Satılık,200 m2,0 (Yeni),6,Boş,Bilinmiyor,,,Boş,2,,11 Ekim 2021,Konut,180 m2,4+1,Bahçe Katı,Kombi Doğalgaz,Krediye Uygun,Hayır,,,Yok,,Genel Fiyat,,,,,,,,,
24876,uskudar,"385,000,000TLarrow_downward%16","['Anasayfa', 'Satılık Yalı (Komple)', 'İstanbul Satılık Yalı (Komple)', 'Üsküdar Satılık Yalı (Komple)', 'Kandilli Mahallesi Satılık Yalı (Komple)']",15 Ocak 2022,Satılık,1.088 m2,21 Ve Üzeri,4,Mülk Sahibi Oturuyor,Yatırıma Uygun,İkinci El,Kat Mülkiyeti,Eşyalı,6+,6+,10 Ekim 2021,Konut,588 m2,8+ Oda,Müstakil,Kombi Doğalgaz,Krediye Uygun,Hayır,Betonarme,Yok,Yok,Var,Genel Fiyat,,4 +,Açık Teras,,,,,,
24877,uskudar,"365,000TL","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Üsküdar Satılık Daire', 'Selami Ali Mahallesi Satılık Daire']",14 Ekim 2021,Satılık,70 m2,21 Ve Üzeri,5,Mülk Sahibi Oturuyor,Bilinmiyor,,,Boş,1,,09 Ekim 2021,Konut,65 m2,1+1,Kot 1 (-1). Kat,Kombi Doğalgaz,Krediye Uygun,Hayır,,,Yok,,Genel Fiyat,,,,,,,,,
24878,uskudar,"1,850,000TL","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Üsküdar Satılık Daire', 'Selami Ali Mahallesi Satılık Daire']",21 Şubat 2022,Satılık,125 m2,0 (Yeni),4,Boş,,Sıfır,Kat Mülkiyeti,,1,1,09 Ekim 2021,Konut,115 m2,3+1,1. Kat,Kombi Doğalgaz,Krediye Uygun,Hayır,Betonarme,,,Var,Genel Fiyat,6.000 TL,1,Açık Balkon,,,,50 TL,,
24879,uskudar,"1,350,000TL","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Üsküdar Satılık Daire', 'Mimar Sinan Mahallesi Satılık Daire']",05 Ekim 2021,Satılık,160 m2,11-15,5,Boş,,İkinci El,,Eşyalı,2,2,05 Ekim 2021,Konut,135 m2,3+1,Kot 3 (-3). Kat,Kombi Doğalgaz,Bilinmiyor,Hayır,,Yok,Yok,Var,Birim Fiyat,,1,,,,,50 TL,,
24880,uskudar,"1,385,000TL","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Üsküdar Satılık Daire', 'Mehmet Akif Ersoy Mahallesi Satılık Daire']",14 Ekim 2021,Satılık,95 m2,0 (Yeni),5,Boş,Bilinmiyor,,,Boş,1,,05 Ekim 2021,Konut,85 m2,2+1,Bahçe Katı,Merkezi (Pay Ölçer),Krediye Uygun,Hayır,,,Yok,,Genel Fiyat,,,,,,,,,
24881,uskudar,"1,750,000TL","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Üsküdar Satılık Daire', 'Ahmediye Mahallesi Satılık Daire']",07 Şubat 2022,Satılık,150 m2,0 (Yeni),4,Boş,Yatırıma Uygun,Sıfır,Kat Mülkiyeti,Boş,2,2,05 Ekim 2021,Konut,135 m2,3+1,Çatı Dubleks,Kombi Doğalgaz,Krediye Uygun,Hayır,Betonarme,Yok,Yok,Var,Genel Fiyat,8.000 TL,,,27 m2,,,50 TL,7 m2,5 m2
24882,uskudar,"5,250,000TL","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Üsküdar Satılık Daire', 'Güzeltepe Mahallesi Satılık Daire']",07 Mart 2022,Satılık,270 m2,1,5,Boş,Bilinmiyor,,,Boş,3,,01 Ekim 2021,Konut,240 m2,5+2,5. Kat,Kombi Doğalgaz,Krediye Uygun,Hayır,,,Yok,,Genel Fiyat,,,,,,,,,
24883,uskudar,"2,250,000TL","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Üsküdar Satılık Daire', 'Bahçelievler Mahallesi Satılık Daire']",07 Mart 2022,Satılık,135 m2,0 (Yeni),5,Boş,Bilinmiyor,,,Boş,2,,01 Ekim 2021,Konut,115 m2,3+1,2. Kat,Kombi Doğalgaz,Krediye Uygun,Hayır,,,Yok,,Genel Fiyat,,,,,,,,,
24884,uskudar,"8,250,000TL","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Üsküdar Satılık Daire', 'Sultantepe Mahallesi Satılık Daire']",29 Eylül 2021,Satılık,220 m2,5-10,4,Kiracı Oturuyor,,Sıfır,Kat Mülkiyeti,,2,3,29 Eylül 2021,Konut,210 m2,5+2,4. Kat,Kombi Doğalgaz,Krediye Uygun Değil,Hayır,Betonarme,,,Var,Genel Fiyat,,,Açık Balkon,,,,250 TL,,
24885,uskudar,"6,700,000TL","['Anasayfa', 'Satılık Residence', 'İstanbul Satılık Residence', 'Üsküdar Satılık Residence', 'Ünalan Mahallesi Satılık Residence']",28 Şubat 2022,Satılık,78 m2,0 (Yeni),30,Mülk Sahibi Oturuyor,Yatırıma Uygun,,Kat Mülkiyeti,Boş,2,2,27 Eylül 2021,Konut,67 m2,1+1,15. Kat,Merkezi Doğalgaz,Krediye Uygun,Evet,Betonarme,Yok,Var,Yok,Genel Fiyat,15.000 TL,,,,,,1.000 TL,,
24886,uskudar,"2,150,000TL","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Üsküdar Satılık Daire', 'Acıbadem Mahallesi Satılık Daire']",26 Eylül 2021,Satılık,83 m2,5-10,30,Kiracı Oturuyor,Bilinmiyor,,,Boş,1,,26 Eylül 2021,Konut,65 m2,1+1,24. Kat,Merkezi (Pay Ölçer),Krediye Uygun,Hayır,,,Yok,,Genel Fiyat,,,,,,,,,
24887,uskudar,"2,300,000TL","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Üsküdar Satılık Daire', 'Acıbadem Mahallesi Satılık Daire']",26 Eylül 2021,Satılık,85 m2,5-10,30,Kiracı Oturuyor,Bilinmiyor,,,Boş,1,,26 Eylül 2021,Konut,68 m2,1+1,24. Kat,Merkezi (Pay Ölçer),Krediye Uygun,Hayır,,,Yok,,Genel Fiyat,,,,,,,,,
24888,uskudar,"20,000,000TL","['Anasayfa', 'Satılık Residence', 'İstanbul Satılık Residence', 'Üsküdar Satılık Residence', 'Altunizade Mahallesi Satılık Residence']",02 Şubat 2022,Satılık,208 m2,2,8,Boş,Yatırıma Uygun,Sıfır,,Boş,3,3,25 Eylül 2021,Konut,153 m2,3+1,4. Kat,Yerden Isıtma,Krediye Uygun Değil,Hayır,Betonarme,Yok,Yok,Var,Birim Fiyat,,2,Açık Teras,,,,,,
24889,uskudar,"250,000,000TL","['Anasayfa', 'Satılık Yalı (Komple)', 'İstanbul Satılık Yalı (Komple)', 'Üsküdar Satılık Yalı (Komple)', 'Salacak Mahallesi Satılık Yalı (Komple)']",18 Şubat 2022,Satılık,2.095 m2,11-15,4,Mülk Sahibi Oturuyor,Yatırıma Uygun,,Kat Mülkiyeti,Boş,6+,,24 Eylül 2021,Konut,1.850 m2,8+ Oda,Müstakil,Merkezi Doğalgaz,Krediye Uygun,Hayır,Betonarme,,Yok,Var,Genel Fiyat,,,,,,,,,
24890,uskudar,"1,690,000TL","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Üsküdar Satılık Daire', 'Yavuztürk Mahallesi Satılık Daire']",14 Ekim 2021,Satılık,230 m2,11-15,4,Mülk Sahibi Oturuyor,Bilinmiyor,,,Boş,2,,23 Eylül 2021,Konut,190 m2,4+1,4. Kat,Kombi Doğalgaz,Krediye Uygun,Hayır,,,Yok,,Genel Fiyat,,,,,,,,,
24891,uskudar,"570,000TL","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Üsküdar Satılık Daire', 'Ferah Mahallesi Satılık Daire']",14 Ekim 2021,Satılık,100 m2,4,4,Boş,Bilinmiyor,,,Boş,1,,23 Eylül 2021,Konut,90 m2,3+1,Bahçe Katı,Kombi Doğalgaz,Krediye Uygun,Hayır,,,Yok,,Genel Fiyat,,,,,,,,,
